Title,Location,Company,Description,Salary,Tipo_Puesto,English,Academy_grade,Years_Experience,SoftSkill,HardSkill,Remoto,Estado,Accessed_Date
Big Data Developer,Remoto,DXC Technology,"Job Profile Summary
Designs, develops, troubleshoots and analyzes moderately complex software programs for computer-based systems. Customizes software based upon research.
Job Function and Responsibilities
Performs moderately complex systems modeling, simulation and analysis to provide appropriate software solutions.
Develops software system testing procedures, programming and documentation to ensure standard use of procedures.
Provides input for documentation of new or existing programs to ensure information accessibility, as required.
Designs, develops, troubleshoots and analyzes software programs to ensure compatibility with hardware systems.
Customizes software based on research and customer needs as appropriate.
Coordinates and facilitates communications with other departments and/or commercial vendor(s) to investigate and resolve software matters of significance and to ensure proper functioning of systems.
Maintains communication with management and customers regarding status of software development and problems.
Acts as technical lead on large projects involving a particular software package(s).
Provides the customer base with first level support.
Qualifications
Bachelor's degree or equivalent combination of education and experience
Bachelor's degree in computer science, management information systems, or related field preferred
Six or more years of experience in software engineering or operating systems programming
Experience working with design and coding languages
Experience working with software design principles
Experience working with computer hardware
Other Qualifications
Good analytical and creative problem-solving skills for design, creation and testing of software
Good interpersonal skills to interact with customers and team members
Good communication skills to interact with team members and senior support personnel
Ability to work independently and as part of a team
Technical Qualifications
Hadoop Development
Airflow
Oozie
SQL
Scala
Spark
Java
J2EE
Spring
Webservices
Kafka
Angular
React JS
Hibernate
Skills Required for the Role
Strong programming skills in Scala.
Proficient in distributed computing frameworks such as Spark, micro-services, and Kafka.
Expertise in writing and understanding complex SQL queries
Demonstrates strong attention to detail.
Experience with database architecture and design including scalability, performance and high availability.
Experience in data cleaning techniques, ETL, and data visualizations.
Ability to work independently in a fast-paced, iterative development environment.
Strong communication skills and team player
Work Environment
Virtual / Remote",No especificado,Empleado de tiempo completo,Nivel Avanzado,Bachelor,,"Analitical, Attention to details, Comunication skills, Independent Worker, Interpersonal, Problem solving, Team Player","Environment, React, Angular, Java, Hibernate, SQL",Remote,Remoto,2020-10-30
Senior Data Engineer,"No especificado, No especificado",Growth Acceleration Partners,"The Data Engineer will be a key member of the team. The role will require close interactions with engineers, vendor partners, and product management.  Also always look for ways to optimize personal and collective performance.
Education
Bachelor’s Degree in Computer Science or related field
Experience
5  years of experience
Skills
Python, Multiple DB Systems, Big Data Analytics (Hive, Hadoop, etc.)
Experience in full-stack software development in both User Interface and server-side technologies.  Experience in cloud-based systems is a plus
Data Modeling
Soft Skills
Be able to work independently as well as within a group while handling projects
Good communication skills
English Level
Strong",No especificado,Empleado de tiempo completo,Nivel Avanzado,Bachelor,,"Analitical, Comunication skills, Independent Worker",Python,, No especificado,2020-10-30
Back-End Data Engineer,Remoto,GTA Telecom de México,"IT leading company with more than 20 years of experience based in Texas is looking for experienced talent in the field of IT, we offer different positions to work with USA clients for remote work in Mexico and LATAM or on-site in the customers facilities for periods of 6-12 months.

We offer competitive salaries in US dollars, visa sponsoring, excellent work environment and professional growth.

This position is offered to work remotely from Mexico and other countries in Latin America.

Position: Back-End Data Engineer

Responsibilities:

    Collaborate closely with Design, Architecture and Product Owners to create the best experience for our customers.
    Design, develop and build software and optimize their deployment.
    Create and update data integration, modeling, optimization, data quality, and other areas directly relevant to data engineering
    Creates and maintain optimal data pipeline architecture
    Develop RESTful web service & microservices.
    Implementing unit and integration test cases with the goal to have an 85% code coverage.
    Select the best technologies and frameworks to create solutions.
    Contribute with updates to existing systems, including carrying out bug fixes and enhancements to the functionality of existing software.
    Working with servers and serverless technologies like AWS Lambda, Azure Functions, Google Cloud Functions, Auth0k.
    Execute code reviews with team members; offer constructive feedback and advice to team members.

Requirements:

    5+ years of Back-end development experience.
    Bachelor’s degree in Computer Science, Software Engineering, or a related degree.
    Excellent knowledge and demonstrated experience with Node.js and Typescript.
    Strong experience API building with REST and Microservices.
    Experience in building data Pipelines, data management including data integration, modeling, optimization, data quality, and other areas directly relevant to data engineering
    Excellent knowledge of both NoSQL and Relational Databases
    Experience working in cloud-based technologies such as AWS and Azure.
    Python and Angular (Full Stack) will be considered an asset.
    Good understanding of Machine learning
    Problem-solving and analytical skills.
    Ability to effectively prioritize and execute tasks in a fast-paced environment.
    Experience with data security will be considered an asset.
    Knowledge of container-based deployment will be considered an asset.
    Experience from working in an Agile environment, using DevOps and CI/CD.","$ 50,000 a 60,000",Empleado de tiempo completo,Nivel Avanzado,Bachelor,"20 years, 5+ years","Analitical, Collaborate, Continuously learn, Problem solving","Environment, Angular, Node.js, Python, NoSQL, Devops, AWS, Azure, AWS Lambda",Remote,Remoto,2020-10-30
Senior Business Data Analyst,"Monterrey, Nuevo León",Inflection Point,"Job Summary:
We are looking for a Senior Business Analyst with Data Analysis and QA experience and knowledge on investment management business.
Requirements:
Bachelor degree in Computer Science/Information Technology or related disciplines.
5+ years of experience in Business Analyst or SQL Developer area.
Experience in a Data Analyst role or similar.
Experience in QA
Strong experience with SQL and relational database concepts.
Experience working in software development life-cycle involving multi-disciplinary teams.
Experience working under Agile methodologies and processes (Scrum and Kanban frameworks are desirable).
Proactiveness, Ownership, Teamwork and Continuous improvement skills.
Excellent communication/writing skills - English
Additional Skills:
Experience in Investment Management and Trading Industry
Experience with ETL Processes, Data Warehousing and Data Mining is desirable
Solid skills at analyzing complex problems and generating solutions to clients
Able to serve as liaison between business and technical teams
Intermediate Testing experience (test case design/creation, execution, test evidence, etc.).
Experience managing jira adaptavist or similar tools for testing and bug lifecycle management.
Strong organizational skills and the ability to manage multiple projects/tasks at a time
T-shaped versatility skill set to be able to combine the BA specialized role with other responsibilities
Responsibilities:
Gather requirements and test reports, data validation report and data loads 
Data analysis to understand and interact with internal and external (vendor) applications in order to identify patterns, troubleshoot issues, propose data solutions that add business value
Actively interact with business users and stakeholders for requirements elicitation, UAT-demo, and product delivery
Identify system and workflow requirements
Identify data points used between external systems and the accounting system in house
Create software specifications from a business perspective, and manage the deliverables across the software development life cycle
Conduct software quality assurance as required by the signed off specifications.
Collaborate actively as a versatile team member on agile teams",No especificado,Empleado de tiempo completo,Nivel Avanzado,Bachelor,5+ years,"Collaborate, Comunication skills, Organization, Team Work",SQL,, Nuevo León,2020-10-30
Tester Manual,"Guadalajara, Jalisco",Oracle de Mexico,"The Oracle Health Sciences Global Business Unit (HSGBU) is a specialized business unit focused solely on the software and service requirements of the health sciences industry. 
The Senior  Validation  Consultant is a part of the HSGBU Professional Services team that ensures customer satisfaction through effective delivery of our software solutions, professional services, understanding the client’s business requirements, guiding their implementation and assisting in the configuration of the various products.  The Senior Validation Consultant’s responsibility will extend throughout the project life cycle – analyzing customer requirements, establishing and maintaining project scope, internal team oversight, customer training/workshops, project financials, facilitating communications and accountability, and to ensure successful system implementation according to the clients’ requirements.
The role requires an experienced consultant with strong business acumen, technical competency in SaaS-based software and leadership skills for successful delivery of Oracle HSGBU solutions (software + services).
Note: Previous exposure to enterprise system delivery of clinical trial systems or related business processes is required. This position reports to the Senior Consulting Manager. This role will be based at Oracle MDC – Zapopan, Guadalajara.
The Validation Consultant will be responsible for deliverables at every phase of the software implementation lifecycle.  He/She will;
Work directly with customers to implement Oracle HSGBU clinical solutions. Leverage best practices and previous implementation experiences to guide the customer to a repeatable and scalable business process.
Analyzes business needs to help ensure Oracle’s solution meets the customer’s objectives by combining industry best practices and product knowledge.
Understands customer requirements and helps translate them into project deliverables and milestones.
Work closely with customers to validate key system configurations including workflow configuration, data integration, and data mapping and other system setup functions.
Contribute to development of test scripts and business scenarios that help expedite the implementation process.
Prepare and conduct customer training sessions face to face and via web technologies.
Proactively identify risks and issues to prevent negative impact to customer satisfaction and on-time delivery.
Represent the customer perspective during internal product and planning meetings.
Ensure customer feedback is clearly collected, documented, and conveyed internally to facilitate ongoing improvement of HSGBU products and services.
Design test plans; generate and execute test scripts
Ensure the correct functioning of clinical trial software with a focus on patient safety and integrity of clinical study data
Ensure all activities and deliverables comply with required clinical regulations
Ensure that requirements are clear, testable, and consistent with the clinical trial protocol
Develop validation plans
Ability to provide insight and resolution to project related issues both pre-live and post-live.
Manage all testing activities within the assigned project team
Coordinate with clinical services and development team throughout the entire software development life cycle.
Ensure project deliverables and documentation is in accordance to Oracle quality standards.
Collaborate and partner with Sales, Product Management, and other key departments to achieve retention and customer satisfaction goals and objectives.
Work with Oracle HSGBU teams to help ensure corporate goals are met and coincide with Oracle HSGBU best practices and policies.
  Skills
3-5 years serving as Validation Consultant or software tester or similar role in delivering SaaS-based solutions or related to enterprise systems, with a minimum of 2 years testing  large-scale and complex enterprise software projects.
1-2 Years of experience with Test Automation Tools (Selenium, SpecFlow, WebDriver or other) and project document management a plus
Bachelor’s Degree in CS/IT/EE or MCA or life sciences background related to equivalent professional qualification
Demonstrated understanding of computer systems and software application implementation (web and/or client server) including knowledge of SDLC (software development life cycle).
Knowledge of quality system concepts. Experience working in an Agile delivery process is a plus
Life sciences industry experience and knowledge of clinical trial process (pharmaceutical, biotech, medical device companies, CRO’s and academic or public health organizations) is preferred
Experience contributing Standard Operating Procedures and Work Instructions. Ability to propose and implement process and delivery improvements as applicable
Functionally proficient in using project management software (MS project, Excel, Visio) other analytical and statistical software packages and tools.
Excellent verbal and written communication skills
Strong customer facing skills is a plus
Ability to work as part of a global team and individually
Excellent analytical and problem-solving skills.
Excellent work ethic and time management skills
Ability to manage multiple tasks and project deliverables.",No especificado,Empleado de tiempo completo,Nivel Avanzado,Bachelor,"3-5 years, 2 years, 1-2 Years","Analitical, Collaborate, Comunication skills, Leadership, Problem solving, Written and oral communication",Oracle,, Jalisco,2020-10-30
Site Reliability Engineer,"Miguel Hidalgo, Ciudad de México",Centraal carrers,"About You  
Bachelor’s degree in Computer Science or other related technical, and/or scientific discipline 3+ years working as a SRE maintaining complex, distributed systems in real time 
Ability to write code (structured and OO) with one or more high level languages, such as Python, Java, C/C++, and JavaScript required 
Ability to write code using multiple automation languages like Terraform and Ansible 
Working knowledge of cloud-based technologies, providers, and tools such as Kubernetes, “service meshes”, AWS, Azure, GCP, etc. required
Experience with large scale distributed systems that incorporate modern databases, (Cassandra, SQL), and big data platforms, (Exasol) required
Experience using various real-time and historical monitoring tools such as ELK, DataDog, Prometheus, Nagios, etc. to troubleshoot issues in our platform required 
A proactive approach to spotting problems, areas for improvement, and performance bottlenecks, as well as an unwavering commitment to identifying root causes of infrastructure issues and resolving them A strong background in advanced Mathematics is a plus

What you’ll be doing 
Participating in infrastructure design, platform management, and capacity planning discussions to ensure we are scaling to meet business needs Writing code that automates activities that have historically been executed manually 
Gathering and analyzing metrics from our platform using observability methods to assist in performance tuning, debugging, and root cause analysis
Collaborating with development teams to improve our platform services through innovative new designs, rigorous testing and release methods
Ensuring we are meeting our Service Level Objectives, (SLOs) by reviewing our Service Level Indicators, (SLIs) and reporting deviations along with remediation and mitigation plans and schedules 
Helping restore service availability, followed by debugging, and root cause analysis for issues that occur in our Production environments 
Helping provide 24/7/365 coverage in a “Follow-the-Sun” model for on-call support","$ 40,000 a 45,000",Empleado de tiempo completo,Nivel Avanzado,Bachelor,3+ years,"Collaborate, Innovation","JavaScript, Java, Python, SQL, Cassandra, Kubernetes, AWS, Azure",, Ciudad de México,2020-10-30
PL/ SQL Developer,"Guadalajara, Jalisco",Oracle de Mexico,"In Oracle, our mission is to help people see data in new ways, discover insights, and unlock endless possibilities. We are a global company, with over 65,000 employees in more than 145 countries. Oracle is a great company that will help you define your career trajectory
  We are looking for a Java SQL PL/SQL Developer
  As a Project Lead/Senior Application Engineer in the team you will need to
·        Collaborate with product managers, product owners,  and other stake holders for understanding the requirements , coming up with user stories/backlog items
·        Lead the technical solution approach/technical design/testing strategy driven by customer/usage data along with the automation design
·        Work in a DevOps culture that includes taking complete ownership and driving the collaboration with peer teams, cloud operations and technology stack to see through any task for end-to-end delivery.
·        Have passion to discover the true technical / operational requirements associated to the new feature requests that demonstrates exceptional customer relationship skills, provide alternate technical and business approaches, and lead engineering efforts to meet strong customer commitment timelines with best possible solution.
·        Possess expert knowledge in performance, building large scale enterprise applications, system architecture, and engineering best practices.
·        Develop ultra-scalable and highly reliable designs specs that include fault-tolerance, automatic recovery in error scenarios along with strong diagnostic approaches.
·        Identify and solve technology-related bottlenecks and provide enhancements to existing code base.
·        Design and deliver robust automation tests to validate the user stories / backlog items
·        Provide design suggestions to some of the most complex problems faced by other scrum teams by sharing your deep software engineering knowledge and experience , constantly creating re-usable content/tools which will help consciously improve technical standards , increase the productivity and effectiveness of the teams.
 Qualifications :
·        Bachelors degree or higher in Computer Science or in related technical discipline.
·        At least 5 years of Software development experience of Core JAVA with Web Development preferably with Oracle ADF and SQL/PLSQL.
·        Proven track record of building large-scale, fault-tolerant, high performing, highly scalable software products with experience on managing complex projects.
·        Demonstrated expertise in system-level design, and experience with web services and service-oriented architectures.
·        Expertise in different performance tuning approaches in JAVA / SQL or in related technologies.
·        Experience in Rest API and micro services will be a preferred skill.
·        Should be able balance technical leadership and savvy with strong business judgment to make the right decisions be it on the technology or in designing the application.
·        Demonstrated ability to think strategically about business, product, and technical challenges.
·        Building smart unit test automation with different tools.
·        Assist in the continual hiring and development of technical talent to help the organization grow
·        Fluent English
  Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans status or any other characteristic protected by law.",No especificado,Empleado de tiempo completo,Nivel Avanzado,Bachelor,5 years,"Collaborate, Leadership, Organization","Java, SQL, Oracle, Devops",, Jalisco,2020-10-30
JAVA FRONT END,"New Jersey, USA",Active Tek,"Front end Developer

Bachelor’s degree in software engineering or computer science.
Previous work experience as JavaScript developer.
HTML, CSS, JavaScript. A frontend developer needs to be fluent in these three languages.
Knowledge of CSS and JavaScript frameworks.
CSS preprocessors.
Version control and other developer tools.
Responsive design.
Testing.
Web performance/building and automation tools

Requirements
● 5+ years of experience in Front End / Javascript development.
● Experience and total understanding of the challenges of large-scale CSS code bases and CSS architecture (web application, e-commerce, etc.).
● Frontend UI UX
● Expertise in positioning with CSS, inheritance and specificity.
● Knowledge of basic programming, JavaScript and data structures, types of variables and idiosyncrasies.
● Solid experience with Angular, Backbone, Node or React.
● Experience with MSSQL and/or PostgresSQL
● Advanced English level.

Benefits
Paid visa expenses
Paid relocation expenses
Paid travel expenses
Paid vacation/PTO
Health Insurance
Retirement Plan
Communication Skills and Interview Skills training
An awesome work environment",No especificado,Empleado de tiempo completo,Nivel Avanzado,Bachelor,5+ years,Comunication skills,"HTML, CSS, JavaScript, Environment, React, Angular, Node.js, MSSQL",, USA,2020-10-30
Blockchain Developer,Remoto - Solo México,BCS Technology,"Candidate must possess at least a Bachelor's/College Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication), Science & Technology, Engineering (Electrical/Electronic), Engineering (Others) or equivalent.
Required skill(s): Java, Kotlin, Corda
At least 4 years (s) of working experience in the related field is required for this position.
Preferably 1-4 Yrs Experienced Employees specializing in IT/Computer - Software or equivalent.
Full-Time position(s) available.
Job Summary:
Work on Corda blockchain and Spring-based API for interfacing - both design and implementation.
Required Technical Skills and Capabilities:

Defines site objectives by analyzing user requirements; envisioning system features and functionality and Includes design and implementation of modules.
Designs and develops user interfaces to internet/intranet applications by setting expectations and features priorities throughout the development life cycle; determining design methodologies and toolsets; completing programming using languages and software products; designing and conducting tests.
Integrates applications by designing database architecture and server scripting; studying and establishing connectivity with network systems, search engines, and information servers.
Creates multimedia applications by using authoring tools.
Completes applications development by coordinating requirements, schedules, and activities; contributing to team meetings; troubleshooting development and production problems across multiple environments and operating platforms.
Enhances organization reputation by accepting ownership for accomplishing new and different requests; exploring opportunities to add value to job accomplishments.

•Collaborate with a multidisciplinary team & Adapting to frequent design and requirement changes
•Collaborate with product management to design, build and test the systems.
•Develop code fixes and enhancements for inclusion in future code releases and patches.
•Create databases, data entry systems, web forms, and other applications for diverse uses.",No especificado,Empleado de tiempo completo,Nivel Intermedio,Bachelor,4 years,"Collaborate, Organization",Java,Remote,Remoto,2020-10-30
Application Support Engineer,"Zapopan, Jalisco",AstraZeneca,"Job Description
ROLE:  -
As an engineer, will be responsible for resolving any Data issues reported by the business users and delivering all enhancements as required by business users.
Responsible for completing all tasks assigned by team lead and project manager.
Responsible for reviewing solutions designed by the team members and proposing improvements
Responsible for proactively working with business users for identifying and resolving recurring issues in Java application.
Responsible for accuracy & integrity of data & applications through analysis, coding, writing clear documentation & problem resolution.
Analyze & translate functional specifications & change requests into technical specifications.
Translate business needs into end user applications for Global Stakeholders 
Desired Skills   -
Preferably with the experience of using the following software/tools:
Basic experience with python esp. parsing JSON data format and data frames.
Basic Java knowledge.
Able to work with functional and technical teams.
Minor experience with SQL, could include Postgres and oracle.
Preferred (Good to have) Skills   -
Minor experience with AWS cloud services .
Should have experience in working on any incident management tool. (i.e. Service Now)
Excellent communication and interpersonal skills.
Well versed in English. Excellent spoken and written skills.
Proactive approach to problem solving. 
Experience working in a globally distributed team.
EDUCATIONAL BACKGROUND:
We are looking for a candidate with 1-3 years of experience in Engineer role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field.
Any professional Certifications in Python, Java, Spark, Oracle, and AWS are desired but not mandatory and will be an added advantage.

AstraZeneca is an equal opportunity employer. AstraZeneca will consider all qualified applicants for employment without discrimination on grounds of disability, sex or sexual orientation, pregnancy or maternity leave status, race or national or ethnic origin, age, religion or belief, gender identity or re-assignment, marital or civil partnership status, protected veteran status (if applicable) or any other characteristic protected by law.",No especificado,Empleado de tiempo completo,Nivel Avanzado,,1-3 years,"Comunication skills, Interpersonal, Problem solving","Java, Python, SQL, Oracle, AWS",, Jalisco,2020-10-30
Test Engineer (QA),Remoto - Solo México,Atos,"Test Engineer (QA)

Qualifications, skills, experience:
•  Bachelor or Master degree, in Computer Science, IT Engineering or Information Systems.
•  Working experience in complex environments in a similar position, with an excellent track record.
•   Proven experience of agile testing in Scrum/Kanban , under BDD.
•  Good knowledge of testing aspects (both manual and automated) , test data generation and management, reporting.
•  Proven working experience in software quality assurance. Strong knowledge of software QA methodologies, tools, processes and documentation.
•  Experience with Jira or any other industry accepted bug tracking tool.
•  Minimum experience in User Acceptance Testing including exploratory testing.
•  Experience of software API testing . Ability to design and develop simple test applications or computer scripts is a plus
•  Experience working in a DevOps environment is considered an advantage.  
•  Fluent in English
•  Experience in the financial industry and/or e-commerce business is an advantage.
  Interpersonal / soft skills:
• “Automation first” attitude
•   Strong sense of accountability and ownership.
•  Logical and analytical mind and resourceful.
•   Good team player and communicator with a flexible, customer-driven attitude.
•   Agile / Lean attitude and mindset.
•   Believe in daily improvement, easily adapt to change and have fun while doing it.
•   Work well independently and within a team.
•   Ability to work cross-culturally and across regions.
•   Ambition to grow through experience, curiosity to understand new technologies.
•   Knowledge/understanding of French a bonus 

Join to our team!
Atos is the global leader in secure and decarbonized digital with a range of market-leading digital solutions along with consultancy services, digital security and decarbonization offerings; an end-to-end partnership approach.
A net-zero pioneer in decarbonization services and products, our commitment to the future extends to carbon-neutrality for our organization as well as our clients and partners. Together, we’re a force pushing the boundaries of scientific and technological excellence to ensure that everyone can live, work and thrive sustainably in a secure information space.
  A leader in cloud and digital workplace, Atos is also #1 in managed security services in Europe and #3 worldwide. With these capabilities plus best-in-class computing power and the pioneering Quantum Learning Machine, Atos is helping to design the future of the information space.
  Worldwidedigital leader
€11 billionrevenue
105,000employees
71countries
Olympic & Paralympic Games Worldwide Partner
CAC40 Paris stock index",No especificado,Empleado de tiempo completo,Nivel Avanzado,"Bachelor, Master",,"Analitical, Continuously learn, Curiosity, Interpersonal, Organization, Team Player","Environment, Devops",Remote,Remoto,2020-10-30
51324803 - Oracle DBA Specialist,Remoto - Solo México,DXC Technology,"SUPPORT | MONITORING:

* Manage Oracle architectures , Real Application Cluster (RAC) and single instance, Data Guard (DG) databases running on HPUX, RHEL, CentOS and SLES platforms.
* Ensure database objects (views, stored procedures, triggers, constraints, etc.) and SQL statements meet performance, standards (naming and DB design) and security objectives.
* Design / Create new Oracle databases, create new schemas/database objects (tables structures & storage Mgmt, Indexes, constraints, triggers, Stored Procedures, Etc), as well as making database changes from DEV to PROD, following request/demands from the development team (per the technical specifications) or as result of translate business requirements.
* Alter Databases Structures as needed.
* Support Oracle Databases (10g, 11g, 12c, 19c) on HP-UX, RHEL, SLES, CentOS and Windows platforms.
* Support applications for DB accounts creation, pwd reset, security, DB integrity, schemas management (Administering / manage tables, indexes and tablespaces).
* Monitor constantly / regularly performance and troubleshoot database issues using (Alert log files & Trace files) and OEM tool (unusual conditions, i.e. database contention, load throughput, cache utilization, etc.).
* Monitor regularly whether primary and standby databases are in sync and clearing the backed up archive log files after confirming that they are applied on the standby database (Synchronize Standby DBs).
* Monitor database objects growth, managing the extents growth and de-fragmenting objects, which are running out of maximum extents (excessive fragmentation of table spaces and taking remedial steps), optimize space.
* Space Management: Perform Table space Management (size and schema objects) and Rollback table space Management, allocate system storage, plan future storage requirements
* Apply Health Check and solve findings to ensure stable and compliance environments.


PERFORMANCE :

* Execute overall health check pertain to performance tuning, backup and recovery, etc. for heterogeneous environment.
* Performance tuning (overall performance of processes) using Enterprise Manager, ADDM and Oracle AWR tuning advisor reports, explain Plan.
* Monitor and trace poor performing queries for tuning opportunities and work closely with developers to optimized them.
* Collecting statistics using and explain Plan and Tkprof during performance slowdowns. Collecting the statistics of tables and indexes by analyzing for cost-based optimizer mode.
BACKUP/RESTORE | IMPORT/EXPORT | CLONING:

* Manage Oracle DB backup strategies (backup, restore, recovery, refreshes) on development, test, and production Oracle databases running on HPUX, REHL, CentOS and SLES.
* Plan, implement, maintain, review and revise backup and Disaster Recovery (DR) strategies; schedule physical backups using RMAN and logical backups using Data Pump together other tools for this purpose.
* Perform Cold Backup, Hot Backup, incremental backups and Restores
* Oracle DG implementation, standby, ""log shipping"" to switchover/failover site.
  TECHNOLOGIES:
MUST : Oracle technologies: Oracle Recovery manager (RMAN), Oracle Data Guard (DG), RHEL, SLES, CentOS, HP-UX
DESIRED : Oracle Automation Storage Management (ASM) (optional), Oracle Real Application cluster (RAC) (at least basic concepts), Oracle Enterprise Manager (OEM)(optional), Oracle Automated Workflow Repository (AWR), Unix/Linux Shell Scripting
SKILLS:
TECHNICAL SKILLS:
* Understand the theories and components that make the system function.
* Knowledge of Structured Query Language (SQL and PL/SQL).
* Designing databases using Oracle Software and knowledge of SQL
* Testing database applications to ensure functionality and quality
* Performing regular security updates to keep user data safe
* Helping users to navigate and use database functions

  SOFT SKILLS:
* People who thrive in a collaborative environment.
* Problem-solver who can maintain focus for long periods of time.
* Collaborating with team members, other teams, and other disciplines as one if highest values.
* Customer Service advocacy as one of the highest values.
* Enjoy challenge to discover, research, solve and propose alternatives to problems
EDUCATION :
 Bachelor’s degree in Computer Science, Information Systems Management, or related field.
(database construction, database management, programming languages, database security, and other similar topics).
YEARS OF EXPERIENCE : 3-6 Years",No especificado,Empleado de tiempo completo,Nivel Avanzado,Bachelor,3-6 Years,"Collaborate, Problem solving","Environment, Linux, SQL, Oracle",Remote,Remoto,2020-10-30
Software Test Engineer (QA),Remoto - Solo México,Atos,"Experience: Junior and  Lead 


Qualifications, skills, experience:
  • Bachelor or Master degree, in Computer Science, IT Engineering or Information Systems.
• Working experience in complex environments in a similar position, with an excellent track record.
• Proven experience of agile testing in Scrum/Kanban, under BDD.
• Good knowledge of testing aspects (both manual and automated), test data generation and management, reporting.
• Proven working experience in software quality assurance.
 Strong knowledge of software QA methodologies, tools, processes and documentation.
• Experience with Jira or any other industry accepted bug tracking tool.
• Minimum experience in User Acceptance Testing including exploratory testing.
• Experience of software API testing. 
Ability to design and develop simple test applications or computer scripts is a plus
• Experience working in a DevOps environment is considered an advantage.
• Fluent in English
• Experience in the financial industry and/or e-commerce business is an advantage.

 Interpersonal / soft skills:
• “Automation first” attitude
• Strong sense of accountability and ownership.
• Logical and analytical mind and resourceful.
• Good team player and communicator with a flexible, customer-driven attitude.
• Agile / Lean attitude and mindset.
• Believe in daily improvement, easily adapt to change and have fun while doing it.
• Work well independently and within a team.
• Ability to work cross-culturally and across regions.
• Ambition to grow through experience, curiosity to understand new technologies.
• Knowledge/understanding of French a bonus.

Job location:

Home Office inside México


Join to our team!

Atos is the global leader in secure and decarbonized digital with a range of market-leading digital solutions along with consultancy services, digital security and decarbonization offerings; an end-to-end partnership approach.
A net-zero pioneer in decarbonization services and products, our commitment to the future extends to carbon-neutrality for our organization as well as our clients and partners. Together, we’re a force pushing the boundaries of scientific and technological excellence to ensure that everyone can live, work and thrive sustainably in a secure information space.
A leader in cloud and digital workplace, Atos is also #1 in managed security services in Europe and #3 worldwide. With these capabilities plus best-in-class computing power and the pioneering Quantum Learning Machine, Atos is helping to design the future of the information space.
· Worldwidedigital leader
· €11 billionrevenue
· 105,000employees
· 71countries
· Olympic & Paralympic Games Worldwide Partner
· CAC40 Paris stock index",No especificado,Empleado de tiempo completo,Nivel Avanzado,"Bachelor, Master",,"Analitical, Continuously learn, Curiosity, Interpersonal, Organization, Team Player","Environment, Devops",Remote,Remoto,2020-10-30
